Start period,Rank,Relation: ID,Stay opportunity,Status selection,Stay: ID,Institution,Stay: GPA outgoing
Second Semester 2021,1,921,Exchange Student-Universitat Pompeu Fabra-School of Law-Outgoing,Rejected,15399,Universitat Pompeu Fabra,"3,89"
Second Semester 2021,2,1503,Exchange Student-Fundación ESADE-Law School-Universidad Ramón Llull-School of Law - Outgoing,Selected,15399,Universitat Ramon Llull,"3,89"
Second Semester 2021,3,1519,Exchange Student-Universidad de Alicante-Universidad de los Andes-Outgoing,Rejected,15399,Universidad de Alicante,"3,89"
Second Semester 2020,1,84,Exchange Student-Helsingin Yliopisto-Universidad de los Andes-Outgoing,Rejected,11783,Helsingin Yliopisto,"3,65"
Second Semester 2021,2,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Selected,11783,Københavns Universitet,"3,65"
Second Semester 2022,1,486,Double degree-Toulouse Business School-School of Management-Outgoing,Rejected,19956,TOULOUSE BUSINESS SCHOOL,"3,85"
Second Semester 2021,1,149,Exchange Student-Nova School of Business and Economics-School of Management-Outgoing,Rejected,15352,Universidade Nova de Lisboa,"3,58"
Second Semester 2021,2,16,Exchange Student-Audencia Nantes-School of Management-Outgoing,Rejected,15352,Audencia Business School,"3,58"
Second Semester 2021,3,538,Exchange Student-Universität Mannheim-School of Management-Outgoing,Rejected,15352,Universität Mannheim,"3,58"
Second Semester 2021,1,1532,Exchange Student-NEOMA Business School-School of Management-Outgoing,Selected,15352,NEOMA Business School,"3,58"
Second Semester 2018,1,996,Exchange Student-Tilburg University-School of Law-Outgoing,Pending,2392,Tilburg University,"4,05"
Second Semester 2018,2,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Pending,2392,Københavns Universitet,"4,05"
First Semester 2019,1,830,"Exchange Student-Northumbria University, Newcastle-Universidad de los Andes-Outgoing",Pending,3453,"Northumbria University, Newcastle","4,06"
First Semester 2019,2,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Pending,3453,Københavns Universitet,"4,06"
First Semester 2019,3,319,Exchange Student-Universidade Católica Portuguesa-School of Law-Outgoing,Pending,3453,Universidade Católica Portuguesa,"4,06"
Second Semester 2019,1,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Rejected,7679,Universitat Ramon Llull,"3,92"
Second Semester 2019,2,1474,Exchange Student-Universität St. Gallen-School of Management-Outgoing,Rejected,7679,Universität St. Gallen,"3,92"
Second Semester 2019,3,1381,Exchange Student-University of New South Wales-Universidad de los Andes-Outgoing,Rejected,7679,University of New South Wales,"3,92"
Second Semester 2019,1,13,Exchange Student-Aston University-School of Management-Outgoing,Selected,7679,Aston University,"3,92"
Second Semester 2019,2,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Rejected,7679,Maastricht University,"3,92"
Second Semester 2019,3,830,"Exchange Student-Northumbria University, Newcastle-Universidad de los Andes-Outgoing",Rejected,7679,"Northumbria University, Newcastle","3,92"
Second Semester 2022,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,18541,University College London,"4,53"
Second Semester 2022,2,153,Exchange Student-Politecnico di Milano-Department of Architecture-Outgoing,Rejected,18541,Politecnico di Milano,"4,53"
Second Semester 2022,3,905,Exchange Student-Universitat Politècnica de Catalunya-(ETSAB)-Architecture Department-Outgoing,Rejected,18541,Universitat Politècnica de Catalunya,"4,53"
Second Semester 2022,1,1008,SMILE Exchange-Universidad Politécnica de Madrid-ETS-Architecture Department-Outgoing,Selected,18541,Universidad Politécnica de Madrid,"4,53"
Inter-semester 2019,1,,,Pending,8202,Cornell University,"4,09"
Second Semester 2019,1,184,Exchange Student Undergraduate-Pontificia Universidade Católica do Rio Grande do Sul (PUCRS)-Universidad de los Andes-Outgoing,Selected,7779,Pontificia Universidade Católica do Rio Grande do Sul (PUCRS),"4,17"
Second Semester 2019,2,668,Exchange Student-Pontificia Universidade Católica do Paraná-Universidad de los Andes-Outgoing,Rejected,7779,Pontificia Universidade Católica do Paraná (PUCPR),"4,17"
Second Semester 2019,3,692,Exchange Student-Universidade Federal do Rio Grande do Sul-Universidad de los Andes-Outgoing,Rejected,7779,Universidade Federal do Rio Grande do Sul (UFRGS),"4,17"
Second Semester 2018,1,792,Exchange Long term-University of Tsukuba-Universidad de los Andes-Outgoing,Pending,2687,University of Tsukuba,
Second Semester 2021,1,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Rejected,15354,McGill University,"3,66"
Second Semester 2021,2,445,BORRAR-Exchange Student-University of Ottawa-Universidad de los Andes-Outgoing,Selected,15354,University of Ottawa,"3,66"
Second Semester 2021,3,453,Exchange Student-University of Regina-Universidad de los Andes-Outgoing,Rejected,15354,University of Regina,"3,66"
First Semester 2019,1,1004,SMILE Exchange-Universidad Politécnica de Madrid-ETSII-Industrial Egineering-Chemical Engineering-Outgoing,Rejected,3715,Universidad Politécnica de Madrid,"3,65"
First Semester 2019,2,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Rejected,3715,Universidad Carlos III de Madrid,"3,65"
First Semester 2019,3,267,Exchange Student-Universidad de Salamanca-Universidad de los Andes-Outgoing,Rejected,3715,Universidad de Salamanca,"3,65"
First Semester 2019,1,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Rejected,3715,Universidad Carlos III de Madrid,"3,65"
First Semester 2019,2,267,Exchange Student-Universidad de Salamanca-Universidad de los Andes-Outgoing,Selected,3715,Universidad de Salamanca,"3,65"
First Semester 2019,3,716,Exchange Student-Universidade Tecnológica Federal do Paraná-School of Engineering-Outgoing,Rejected,3715,Universidade Tecnológica Federal do Paraná (UTFPR),"3,65"
First Semester 2019,1,572,Exchange Student-Ecole des Mines de Saint Etienne-School of Engineering-Outgoing,Selected,3615,Ecole des Mines de Saint-Etienne,"4,37"
First Semester 2019,2,558,Exchange Student-IMT Atlantique-School of Engineering-Outgoing,Rejected,3615,IMT Atlantique,"4,37"
First Semester 2019,3,1024,Exchange Student-Technische Universiteit Eindhoven-Department of Industrial Engineering-Outgoing,Rejected,3615,Technische Universiteit Eindhoven,"4,37"
First Semester 2020,1,349,Exchange Student-Université Claude Bernard Lyon 1-School of Engineering-Outgoing,Selected,8649,Université Claude Bernard Lyon 1,"3,49"
First Semester 2020,2,558,Exchange Student-IMT Atlantique-School of Engineering-Outgoing,Rejected,8649,Institut Mines-Télécom,"3,49"
First Semester 2020,3,871,Exchange Student-ECAM Rennes-School of Engineering-Outgoing,Rejected,8649,ECAM Rennes,"3,49"
First Semester 2022,1,159,Exchange Student-Politecnico di Milano-School of Engineering-Outgoing,Rejected,16488,Politecnico di Milano,"4,12"
First Semester 2022,2,1243,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Industrial Engineering-Outgoing,Rejected,16488,Universidade de Lisboa,"4,12"
First Semester 2022,3,2089,Exchange Student - Universita degli Studi di Bologna-Universidad de los Andes-Outgoing,Selected,16488,Università degli Studi di Bologna 'Alma Mater Studiorum',"4,12"
First Semester 2022,1,3442,Exchange Student Undergraduate-Université de Bordeaux-Universidad de los Andes-Outgoing,Selected,17027,Université de Bordeaux,
First Semester 2022,2,555,Exchange Student-Universita Ca' Foscari Venezia-Universidad de los Andes-outgoing,Rejected,17027,Università Ca' Foscari Venezia,
First Semester 2022,3,1392,Exchange Student-Universidad Nacional Autónoma de México UNAM-Universidad de los Andes-Outgoing,Rejected,17027,Universidad Nacional Autónoma de México,
First Semester 2019,1,1305,Exchange Student-Università Commerciale 'Luigi Bocconi' di Milano-School of Management-Outgoing,Rejected,3480,Università Commerciale 'Luigi Bocconi' di Milano,"3,85"
First Semester 2019,2,149,Exchange Student-Nova School of Business and Economics-School of Management-Outgoing,Rejected,3480,Universidade Nova de Lisboa,"3,85"
First Semester 2019,3,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Rejected,3480,Maastricht University,"3,85"
First Semester 2019,1,968,Exchange Student-Univerza v Ljubljani-School of Management-Outgoing,Selected,3480,Univerza v Ljubljani,"3,85"
First Semester 2019,2,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Rejected,3480,Fundación ESADE - Universidad Ramón Llull,"3,85"
Inter-semester 2020,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Selected,12607,Cornell University,"3,98"
First Semester 2022,1,1285,Exchange Student-Radboud University-School of Law-Outgoing,Rejected,16533,Radboud Universiteit Nijmegen,"4,49"
First Semester 2022,2,544,Exchange Student Undergraduate-Universität Mannheim-School of Law-Outgoing,Selected,16533,Universität Mannheim,"4,49"
First Semester 2022,3,1475,Exchange Student-Universität St. Gallen-School of Law-Outgoing,Rejected,16533,Universität St. Gallen,"4,49"
Second Semester 2018,1,564,Exchange Student-KEDGE BS-Bourdeaux-School of Management-Outgoing,Rejected,2416,Universidad de Investigación de Tecnología Experimental YACHAY,"4,12"
Second Semester 2018,2,149,Exchange Student-Nova School of Business and Economics-School of Management-Outgoing,Rejected,2416,Universidade Nova de Lisboa,"4,12"
Second Semester 2018,3,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Selected,2416,Maastricht University,"4,12"
Second Semester 2022,1,1014,Exchange Student-Erasmus Universiteit Rotterdam-School of Economics-Outgoing,Rejected,19207,Erasmus Universiteit Rotterdam,"3,95"
Second Semester 2022,2,1471,Exchange Student-Université de Bordeaux-School of Economics-Outgoing,Rejected,19207,Université de Bordeaux,"3,95"
Second Semester 2022,3,1465,Exchange Student-Tilburg University-School of Economics-Outgoing,Rejected,19207,Tilburg University,"3,95"
Second Semester 2022,1,3442,Exchange Student Undergraduate-Université de Bordeaux-Universidad de los Andes-Outgoing,Selected,19207,Université de Bordeaux,"3,95"
Second Semester 2022,2,611,Exchange Student-Université Paris Nanterre-Universidad de los Andes-Outgoing,Rejected,19207,Université Paris Nanterre,"3,95"
Second Semester 2022,3,78,Exchange Student-Georg-August-Universität Göttingen-School of Economics-Outgoing,Rejected,19207,Georg-August-Universität Göttingen,"3,95"
Second Semester 2022,1,1083,Exchange-Universitá degli Studi di Genova- Universidad de Los Andes-Outgoing,Rejected,18871,Università degli Studi di Genova,"4,71"
Second Semester 2022,2,2432,CINDA-Universitat Politècnica de Catalunya-Uniandes de los Andes-Outgoing,Selected,18871,Universitat Politècnica de Catalunya,"4,71"
Second Semester 2022,3,214,Exchange Student-Tulane University-School of Engineering-School of Sciences-Outgoing,Rejected,18871,Tulane University,"4,71"
Second Semester 2021,1,486,Double degree-Toulouse Business School-School of Management-Outgoing,Rejected,15590,TOULOUSE BUSINESS SCHOOL,"4,07"
Second Semester 2022,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,19165,University College London,"4,39"
Second Semester 2022,2,2856,Exchange Student-St.John's  University-Universidad de los Andes-Outgoing,Rejected,19165,St. John's University,"4,39"
Second Semester 2022,3,4069,Exchange Student Undergraduate-Université Sorbonne Nouvelle Paris 3-School of Social Sciences-Outgoing,Rejected,19165,Université Sorbonne Nouvelle Paris 3,"4,39"
Second Semester 2022,1,3442,Exchange Student Undergraduate-Université de Bordeaux-Universidad de los Andes-Outgoing,Selected,19165,Université de Bordeaux,"4,39"
Second Semester 2022,2,2844,BORRAR-Exchange Student-Université Libre de Bruxelles-Universidad de los Andes- Outgoing,Rejected,19165,Université Libre de Bruxelles,"4,39"
Second Semester 2022,3,2844,BORRAR-Exchange Student-Université Libre de Bruxelles-Universidad de los Andes- Outgoing,Rejected,19165,Université Libre de Bruxelles,"4,39"
First Semester 2020,1,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Selected,14732,Justus-Liebig-Universität Giessen,"3,84"
First Semester 2020,1,1422,Double Degree-Fundació Politècnica de Catalunya-Architecture Department-Outgoing,Selected,15578,Universitat Politècnica de Catalunya,
First Semester 2020,1,1004,SMILE Exchange-Universidad Politécnica de Madrid-ETSII-Industrial Egineering-Chemical Engineering-Outgoing,Cancelled,8584,Universidad Politécnica de Madrid,"3,75"
First Semester 2020,2,1243,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Industrial Engineering-Outgoing,Rejected,8584,Universidade de Lisboa,"3,75"
First Semester 2020,3,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Rejected,8584,Universidad Carlos III de Madrid,"3,75"
First Semester 2021,1,149,Exchange Student-Nova School of Business and Economics-School of Management-Outgoing,Cancelled,13543,Universidade Nova de Lisboa,"4,36"
First Semester 2021,2,968,Exchange Student-Univerza v Ljubljani-School of Management-Outgoing,Cancelled,13543,Univerza v Ljubljani,"4,36"
Second Semester 2021,1,149,Exchange Student-Nova School of Business and Economics-School of Management-Outgoing,Rejected,15196,Universidade Nova de Lisboa,"4,37"
Second Semester 2021,2,968,Exchange Student-Univerza v Ljubljani-School of Management-Outgoing,Selected,15196,Univerza v Ljubljani,"4,37"
Inter-semester 2020,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Selected,12649,Cornell University,"4,36"
Second Semester 2018,1,1008,SMILE Exchange-Universidad Politécnica de Madrid-ETS-Architecture Department-Outgoing,Selected,2397,Universidad Politécnica de Madrid,"4,03"
Second Semester 2018,2,905,Exchange Student-Universitat Politècnica de Catalunya-(ETSAB)-Architecture Department-Outgoing,Rejected,2397,Universitat Politècnica de Catalunya,"4,03"
Second Semester 2018,3,674,Exchange Student-Universidade Federal Fluminense-Universidad de los Andes-Outgoing,Rejected,2397,Universidade Federal Fluminense (UFF),"4,03"
Second Semester 2018,1,510,Exchange Student-EBS Law School-School of Law- Outgoing,Rejected,2404,EBS Universität für Wirtschaft und Recht,"4,22"
Second Semester 2018,2,631,Exchange Student-Science Po Grenoble-Political Sciences Department-Outgoing,Selected,2404,Sciences Po Grenoble,"4,22"
Second Semester 2018,3,736,Exchange Student-Universität St. Gallen-School of Economics-Outgoing,Rejected,2404,Universität St. Gallen,"4,22"
